YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,RH2M,PS,WS10M,ALLSKY_KT,PRECTOTCORR,SZA
2019,1,1,0,0.0,10.29,22.73,99.57,3.27,-999.0,0.0,90.0
2019,1,1,1,0.0,9.8,23.75,99.57,3.17,-999.0,0.0,90.0
2019,1,1,2,0.0,9.43,24.75,99.55,3.0,-999.0,0.0,90.0
2019,1,1,3,0.0,9.04,25.68,99.52,2.92,-999.0,0.0,90.0
2019,1,1,4,0.0,8.64,26.52,99.49,2.93,-999.0,0.0,90.0
2019,1,1,5,0.0,8.64,26.51,99.48,2.89,-999.0,0.0,90.0
2019,1,1,6,0.0,8.86,26.14,99.54,2.57,-999.0,0.0,90.0
2019,1,1,7,34.4,9.85,24.34,99.64,1.96,0.34,0.0,85.92
2019,1,1,8,201.65,12.79,20.38,99.74,1.74,0.55,0.0,74.76
2019,1,1,9,387.85,15.25,17.19,99.76,2.06,0.64,0.0,64.67
2019,1,1,10,540.03,18.34,14.12,99.7,1.85,0.7,0.0,56.51
2019,1,1,11,635.28,22.06,10.48,99.57,1.16,0.72,0.0,51.22
2019,1,1,12,683.75,23.48,9.77,99.44,1.52,0.75,0.0,49.74
2019,1,1,13,635.92,24.2,9.5,99.33,1.73,0.74,0.0,52.38
2019,1,1,14,522.17,24.42,9.52,99.24,1.81,0.71,0.0,58.6
2019,1,1,15,350.8,24.15,9.83,99.19,1.82,0.65,0.0,67.4
2019,1,1,16,154.23,22.25,12.28,99.21,1.42,0.52,0.0,77.91
2019,1,1,17,12.7,20.05,13.11,99.27,1.61,0.29,0.0,88.24
2019,1,1,18,0.0,18.8,14.03,99.32,1.83,-999.0,0.0,90.0
2019,1,1,19,0.0,17.66,15.24,99.36,2.03,-999.0,0.0,90.0
2019,1,1,20,0.0,17.12,15.85,99.36,1.91,-999.0,0.0,90.0
2019,1,1,21,0.0,17.12,15.93,99.35,1.48,-999.0,0.0,90.0
2019,1,1,22,0.0,16.94,16.19,99.35,1.07,-999.0,0.0,90.0
2019,1,1,23,0.0,16.37,16.96,99.36,1.11,-999.0,0.0,90.0
2019,1,2,0,0.0,15.46,18.16,99.38,1.49,-999.0,0.0,90.0
2019,1,2,1,0.0,14.29,19.88,99.39,1.95,-999.0,0.0,90.0
2019,1,2,2,0.0,13.51,21.22,99.38,2.17,-999.0,0.0,90.0
2019,1,2,3,0.0,13.05,22.29,99.36,2.17,-999.0,0.0,90.0
2019,1,2,4,0.0,12.54,23.49,99.36,2.21,-999.0,0.0,90.0
2019,1,2,5,0.0,12.1,24.75,99.41,2.19,-999.0,0.0,90.0
2019,1,2,6,0.0,11.8,25.95,99.48,2.05,-999.0,0.0,90.0
2019,1,2,7,34.92,11.76,27.09,99.57,1.99,0.35,0.0,85.96
2019,1,2,8,208.55,14.33,24.29,99.67,2.17,0.56,0.0,74.79
2019,1,2,9,398.55,16.6,22.02,99.71,2.14,0.66,0.0,64.68
2019,1,2,10,552.17,20.36,20.93,99.67,2.54,0.71,0.0,56.49
2019,1,2,11,647.83,23.69,21.53,99.57,2.75,0.73,0.0,51.17
2019,1,2,12,688.95,25.09,21.17,99.46,2.57,0.76,0.0,49.65
2019,1,2,13,640.33,25.79,20.48,99.37,2.69,0.74,0.0,52.27
2019,1,2,14,523.38,25.77,20.26,99.34,3.03,0.71,0.0,58.47
2019,1,2,15,354.15,25.1,20.84,99.37,3.32,0.65,0.0,67.26
2019,1,2,16,158.5,22.51,24.48,99.42,2.52,0.53,0.0,77.77
2019,1,2,17,13.62,18.38,31.46,99.5,3.27,0.3,0.0,88.16
2019,1,2,18,0.0,16.81,34.36,99.59,3.5,-999.0,0.0,90.0
2019,1,2,19,0.0,15.73,36.02,99.62,3.47,-999.0,0.0,90.0
2019,1,2,20,0.0,14.87,37.03,99.62,3.37,-999.0,0.0,90.0
2019,1,2,21,0.0,13.99,38.19,99.61,3.27,-999.0,0.0,90.0
2019,1,2,22,0.0,13.21,39.13,99.6,3.26,-999.0,0.0,90.0
2019,1,2,23,0.0,12.5,39.78,99.6,3.29,-999.0,0.0,90.0
2019,1,3,0,0.0,11.87,40.22,99.62,3.23,-999.0,0.0,90.0
2019,1,3,1,0.0,11.31,40.56,99.65,3.14,-999.0,0.0,90.0
2019,1,3,2,0.0,10.73,41.03,99.64,3.16,-999.0,0.0,90.0
2019,1,3,3,0.0,10.18,41.53,99.6,3.28,-999.0,0.0,90.0
2019,1,3,4,0.0,9.72,42.03,99.61,3.35,-999.0,0.0,90.0
2019,1,3,5,0.0,9.36,42.53,99.64,3.36,-999.0,0.0,90.0
2019,1,3,6,0.0,9.06,43.57,99.71,3.3,-999.0,0.0,90.0
2019,1,3,7,33.05,9.69,42.2,99.8,3.1,0.34,0.0,86.0
2019,1,3,8,200.3,13.39,33.57,99.86,3.8,0.54,0.0,74.82
2019,1,3,9,383.65,15.98,28.77,99.93,3.06,0.64,0.0,64.68
2019,1,3,10,523.58,19.58,23.49,99.92,2.16,0.67,0.0,56.46
2019,1,3,11,592.08,22.68,19.98,99.82,1.71,0.67,0.0,51.11
2019,1,3,12,663.3,23.87,17.6,99.71,1.1,0.73,0.0,49.55
2019,1,3,13,587.55,24.54,15.91,99.6,0.99,0.68,0.0,52.14
2019,1,3,14,491.25,24.75,14.88,99.51,1.32,0.66,0.0,58.33
2019,1,3,15,317.9,24.37,14.75,99.47,1.62,0.58,0.0,67.12
2019,1,3,16,134.75,22.5,16.92,99.47,1.46,0.45,0.0,77.63
2019,1,3,17,12.7,19.41,19.9,99.5,2.07,0.27,0.0,88.09
2019,1,3,18,0.0,17.7,21.77,99.55,2.46,-999.0,0.0,90.0
2019,1,3,19,0.0,16.72,23.08,99.59,2.62,-999.0,0.0,90.0
2019,1,3,20,0.0,16.11,23.91,99.6,2.75,-999.0,0.0,90.0
2019,1,3,21,0.0,15.32,25.06,99.58,2.95,-999.0,0.0,90.0
2019,1,3,22,0.0,14.57,26.19,99.53,3.08,-999.0,0.0,90.0
2019,1,3,23,0.0,13.85,27.43,99.49,3.14,-999.0,0.0,90.0
2019,1,4,0,0.0,13.16,28.58,99.48,3.18,-999.0,0.0,90.0
2019,1,4,1,0.0,12.21,30.2,99.49,3.27,-999.0,0.0,90.0
2019,1,4,2,0.0,11.41,31.71,99.47,3.28,-999.0,0.0,90.0
2019,1,4,3,0.0,10.84,32.81,99.45,3.23,-999.0,0.0,90.0
2019,1,4,4,0.0,10.34,33.79,99.44,3.24,-999.0,0.0,90.0
2019,1,4,5,0.0,9.92,34.76,99.47,3.33,-999.0,0.0,90.0
2019,1,4,6,0.0,9.71,35.27,99.51,3.34,-999.0,0.0,90.0
2019,1,4,7,27.45,10.46,33.69,99.58,3.19,0.28,0.0,86.03
2019,1,4,8,142.8,13.61,27.39,99.65,4.42,0.39,0.0,74.84
2019,1,4,9,276.35,16.17,23.41,99.68,3.73,0.46,0.0,64.68
2019,1,4,10,397.45,20.07,18.44,99.63,3.02,0.51,0.0,56.43
2019,1,4,11,463.0,22.96,15.44,99.52,2.46,0.52,0.0,51.04
2019,1,4,12,433.42,23.79,14.55,99.39,2.3,0.47,0.0,49.45
2019,1,4,13,393.3,24.02,14.29,99.27,2.42,0.45,0.0,52.02
2019,1,4,14,280.4,23.73,14.58,99.19,2.4,0.38,0.0,58.19
2019,1,4,15,212.43,23.56,14.99,99.13,2.12,0.39,0.0,66.98
2019,1,4,16,103.35,21.94,17.38,99.1,1.55,0.34,0.0,77.48
2019,1,4,17,10.98,19.93,19.26,99.11,1.55,0.22,0.0,88.01
2019,1,4,18,0.0,19.09,20.37,99.15,1.48,-999.0,0.0,90.0
2019,1,4,19,0.0,18.64,21.26,99.21,1.29,-999.0,0.0,90.0
2019,1,4,20,0.0,18.58,21.57,99.25,0.69,-999.0,0.0,90.0
2019,1,4,21,0.0,18.23,22.05,99.26,0.44,-999.0,0.0,90.0
2019,1,4,22,0.0,17.18,23.48,99.24,1.1,-999.0,0.0,90.0
2019,1,4,23,0.0,16.05,25.04,99.21,1.68,-999.0,0.0,90.0
2019,1,5,0,0.0,15.16,26.41,99.18,2.09,-999.0,0.0,90.0
2019,1,5,1,0.0,14.32,27.69,99.17,2.38,-999.0,0.0,90.0
2019,1,5,2,0.0,13.8,28.42,99.13,2.45,-999.0,0.0,90.0
2019,1,5,3,0.0,13.46,29.05,99.09,2.41,-999.0,0.0,90.0
2019,1,5,4,0.0,13.13,29.89,99.08,2.4,-999.0,0.0,90.0
2019,1,5,5,0.0,12.73,31.02,99.13,2.44,-999.0,0.0,90.0
2019,1,5,6,0.0,12.39,32.19,99.2,2.41,-999.0,0.0,90.0
2019,1,5,7,30.67,12.63,32.03,99.28,2.23,0.32,0.0,86.06
2019,1,5,8,190.3,15.51,26.95,99.35,2.0,0.52,0.0,74.86
2019,1,5,9,377.58,17.63,23.57,99.41,1.33,0.63,0.0,64.68
2019,1,5,10,536.05,21.07,20.61,99.39,1.15,0.69,0.0,56.39
2019,1,5,11,585.57,23.91,19.52,99.29,2.02,0.66,0.0,50.96
2019,1,5,12,612.76,24.84,19.05,99.16,2.28,0.67,0.0,49.34
2019,1,5,13,585.85,25.21,18.91,99.05,2.35,0.67,0.0,51.88
2019,1,5,14,466.15,24.99,19.24,98.98,2.6,0.63,0.0,58.04
2019,1,5,15,301.42,24.26,19.94,98.96,3.32,0.54,0.0,66.83
2019,1,5,16,130.15,21.66,22.99,99.01,3.18,0.42,0.0,77.34
2019,1,5,17,12.9,18.52,26.68,99.09,4.39,0.25,0.0,87.92
2019,1,5,18,0.0,17.43,27.48,99.19,5.71,-999.0,0.0,90.0
2019,1,5,19,0.0,16.31,29.1,99.27,6.01,-999.0,0.0,90.0
2019,1,5,20,0.0,15.26,31.24,99.33,5.67,-999.0,0.0,90.0
2019,1,5,21,0.0,14.24,34.05,99.35,5.23,-999.0,0.0,90.0
2019,1,5,22,0.0,13.24,37.8,99.35,4.91,-999.0,0.0,90.0
2019,1,5,23,0.0,12.13,42.79,99.34,4.48,-999.0,0.0,90.0
2019,1,6,0,0.0,11.1,47.98,99.35,4.29,-999.0,0.0,90.0
2019,1,6,1,0.0,10.19,52.78,99.36,4.23,-999.0,0.0,90.0
2019,1,6,2,0.0,9.42,56.64,99.35,4.39,-999.0,0.0,90.0
2019,1,6,3,0.0,8.77,59.73,99.32,4.59,-999.0,0.0,90.0
2019,1,6,4,0.0,8.16,62.7,99.33,4.52,-999.0,0.0,90.0
2019,1,6,5,0.0,7.62,65.39,99.39,4.27,-999.0,0.0,90.0
2019,1,6,6,0.0,7.17,67.8,99.46,3.95,-999.0,0.0,90.0
2019,1,6,7,28.96,7.64,65.69,99.51,4.27,0.3,0.0,86.08
2019,1,6,8,178.21,9.66,57.19,99.57,4.78,0.49,0.0,74.87
2019,1,6,9,346.19,12.46,47.39,99.62,3.8,0.57,0.0,64.66
2019,1,6,10,493.91,17.05,33.19,99.62,5.28,0.63,0.0,56.35
2019,1,6,11,635.55,19.61,27.13,99.55,5.17,0.72,0.0,50.88
2019,1,6,12,596.3,20.85,24.59,99.47,4.59,0.65,0.0,49.22
2019,1,6,13,563.5,21.45,23.5,99.39,4.5,0.65,0.0,51.74
2019,1,6,14,459.52,21.44,23.44,99.35,4.69,0.61,0.0,57.89
2019,1,6,15,304.8,20.9,24.29,99.35,4.84,0.55,0.0,66.67
2019,1,6,16,136.52,19.32,27.16,99.39,3.92,0.44,0.0,77.19
2019,1,6,17,13.52,15.33,35.79,99.44,3.3,0.25,0.0,87.83
2019,1,6,18,0.0,13.89,40.01,99.53,3.47,-999.0,0.0,90.0
2019,1,6,19,0.0,12.97,43.26,99.58,3.33,-999.0,0.0,90.0
2019,1,6,20,0.0,12.17,45.94,99.62,3.22,-999.0,0.0,90.0
2019,1,6,21,0.0,11.49,48.41,99.63,3.14,-999.0,0.0,90.0
2019,1,6,22,0.0,10.82,50.72,99.59,3.19,-999.0,0.0,90.0
2019,1,6,23,0.0,10.2,52.83,99.54,3.21,-999.0,0.0,90.0
2019,1,7,0,0.0,9.64,54.85,99.52,3.15,-999.0,0.0,90.0
2019,1,7,1,0.0,9.13,56.62,99.51,3.1,-999.0,0.0,90.0
2019,1,7,2,0.0,8.64,58.51,99.48,2.99,-999.0,0.0,90.0
2019,1,7,3,0.0,8.14,60.66,99.46,2.89,-999.0,0.0,90.0
2019,1,7,4,0.0,7.69,62.71,99.48,2.82,-999.0,0.0,90.0
2019,1,7,5,0.0,7.23,65.06,99.52,2.83,-999.0,0.0,90.0
2019,1,7,6,0.0,6.77,67.65,99.55,2.93,-999.0,0.0,90.0
2019,1,7,7,26.4,7.53,64.87,99.62,2.8,0.28,0.0,86.1
2019,1,7,8,167.88,10.85,52.63,99.69,3.68,0.46,0.0,74.88
2019,1,7,9,331.45,13.65,44.51,99.74,2.81,0.55,0.0,64.64
2019,1,7,10,474.9,17.63,34.24,99.71,3.39,0.61,0.0,56.3
2019,1,7,11,566.25,19.46,29.03,99.64,2.79,0.64,0.0,50.79
2019,1,7,12,613.2,20.63,25.87,99.56,2.22,0.67,0.0,49.09
2019,1,7,13,594.6,21.39,23.67,99.49,2.11,0.68,0.0,51.59
2019,1,7,14,453.08,21.66,22.65,99.43,2.29,0.6,0.0,57.73
2019,1,7,15,303.8,21.27,22.82,99.4,2.53,0.54,0.0,66.52
2019,1,7,16,136.07,19.9,24.76,99.39,2.32,0.43,0.0,77.03
2019,1,7,17,14.7,16.12,31.94,99.43,2.4,0.27,0.0,87.74
2019,1,7,18,0.0,14.58,35.76,99.51,2.66,-999.0,0.0,90.0
2019,1,7,19,0.0,13.53,38.93,99.58,2.82,-999.0,0.0,90.0
2019,1,7,20,0.0,12.51,42.17,99.6,3.02,-999.0,0.0,90.0
2019,1,7,21,0.0,11.6,45.36,99.58,3.2,-999.0,0.0,90.0
2019,1,7,22,0.0,10.87,48.21,99.56,3.27,-999.0,0.0,90.0
2019,1,7,23,0.0,10.32,50.25,99.53,3.24,-999.0,0.0,90.0
2019,1,8,0,0.0,9.82,52.2,99.5,3.18,-999.0,0.0,90.0
2019,1,8,1,0.0,9.59,53.0,99.46,3.09,-999.0,0.0,90.0
2019,1,8,2,0.0,9.68,52.54,99.44,2.98,-999.0,0.0,90.0
2019,1,8,3,0.0,9.32,53.82,99.44,2.98,-999.0,0.0,90.0
2019,1,8,4,0.0,8.18,58.15,99.46,3.12,-999.0,0.0,90.0
2019,1,8,5,0.0,7.5,60.93,99.49,3.19,-999.0,0.0,90.0
2019,1,8,6,0.0,7.07,62.93,99.52,3.22,-999.0,0.0,90.0
2019,1,8,7,30.52,7.97,59.65,99.57,3.06,0.32,0.0,86.11
2019,1,8,8,194.02,11.26,48.44,99.62,4.16,0.53,0.0,74.88
2019,1,8,9,378.77,14.16,40.55,99.65,3.25,0.63,0.0,64.62
2019,1,8,10,533.75,18.03,30.12,99.6,2.79,0.68,0.0,56.24
2019,1,8,11,631.72,19.57,26.21,99.5,1.7,0.71,0.0,50.69
2019,1,8,12,689.42,20.57,23.75,99.39,1.73,0.75,0.0,48.96
2019,1,8,13,643.15,21.17,22.23,99.28,2.11,0.73,0.0,51.44
2019,1,8,14,529.6,21.28,21.63,99.21,2.44,0.7,0.0,57.57
2019,1,8,15,361.42,20.81,22.0,99.18,2.65,0.64,0.0,66.35
2019,1,8,16,167.85,19.38,23.97,99.19,2.26,0.53,0.0,76.88
2019,1,8,17,17.05,15.9,30.39,99.24,2.46,0.3,0.0,87.65
2019,1,8,18,0.0,14.48,33.61,99.31,2.83,-999.0,0.0,90.0
2019,1,8,19,0.0,13.65,35.9,99.38,2.97,-999.0,0.0,90.0
2019,1,8,20,0.0,13.0,37.79,99.41,2.97,-999.0,0.0,90.0
2019,1,8,21,0.0,12.51,39.35,99.4,2.87,-999.0,0.0,90.0
2019,1,8,22,0.0,12.15,40.51,99.38,2.71,-999.0,0.0,90.0
2019,1,8,23,0.0,11.84,41.57,99.38,2.56,-999.0,0.0,90.0
2019,1,9,0,0.0,11.54,42.65,99.39,2.44,-999.0,0.0,90.0
2019,1,9,1,0.0,11.19,43.77,99.4,2.38,-999.0,0.0,90.0
2019,1,9,2,0.0,10.82,44.97,99.37,2.33,-999.0,0.0,90.0
2019,1,9,3,0.0,10.53,45.96,99.35,2.25,-999.0,0.0,90.0
2019,1,9,4,0.0,10.28,46.87,99.36,2.18,-999.0,0.0,90.0
2019,1,9,5,0.0,9.99,47.94,99.4,2.16,-999.0,0.0,90.0
2019,1,9,6,0.0,9.71,49.01,99.47,2.15,-999.0,0.0,90.0
2019,1,9,7,29.45,10.0,48.23,99.55,2.11,0.31,0.0,86.12
2019,1,9,8,185.32,12.94,39.94,99.62,2.48,0.5,0.0,74.87
2019,1,9,9,367.38,15.37,34.31,99.65,2.21,0.61,0.0,64.58
2019,1,9,10,521.8,19.34,27.25,99.61,1.94,0.67,0.0,56.17
2019,1,9,11,627.3,21.57,24.84,99.53,1.88,0.7,0.0,50.59
2019,1,9,12,661.5,22.85,23.47,99.43,1.66,0.71,0.0,48.82
2019,1,9,13,624.5,23.62,22.6,99.35,1.5,0.71,0.0,51.27
2019,1,9,14,516.35,23.85,22.17,99.28,1.47,0.68,0.0,57.4
2019,1,9,15,353.25,23.49,22.32,99.25,1.43,0.62,0.0,66.19
2019,1,9,16,164.88,22.0,24.43,99.26,1.12,0.51,0.0,76.72
2019,1,9,17,17.38,19.87,27.51,99.27,1.28,0.29,0.0,87.55
2019,1,9,18,0.0,18.71,29.51,99.31,1.44,-999.0,0.0,90.0
2019,1,9,19,0.0,17.64,31.57,99.35,1.63,-999.0,0.0,90.0
2019,1,9,20,0.0,16.54,33.86,99.37,1.83,-999.0,0.0,90.0
2019,1,9,21,0.0,15.54,36.1,99.38,1.96,-999.0,0.0,90.0
2019,1,9,22,0.0,14.57,38.42,99.37,2.06,-999.0,0.0,90.0
2019,1,9,23,0.0,13.78,40.43,99.35,2.09,-999.0,0.0,90.0
2019,1,10,0,0.0,13.09,42.4,99.34,2.1,-999.0,0.0,90.0
2019,1,10,1,0.0,12.39,44.37,99.32,2.13,-999.0,0.0,90.0
2019,1,10,2,0.0,11.55,46.99,99.26,2.29,-999.0,0.0,90.0
2019,1,10,3,0.0,10.55,50.44,99.19,2.6,-999.0,0.0,90.0
2019,1,10,4,0.0,9.88,53.01,99.2,2.72,-999.0,0.0,90.0
2019,1,10,5,0.0,9.24,55.64,99.24,2.89,-999.0,0.0,90.0
2019,1,10,6,0.0,8.66,58.18,99.3,3.17,-999.0,0.0,90.0
2019,1,10,7,29.83,9.43,55.55,99.38,3.15,0.31,0.0,86.13
2019,1,10,8,191.18,13.24,43.38,99.43,4.7,0.52,0.0,74.86
2019,1,10,9,379.77,16.0,36.47,99.43,4.54,0.63,0.0,64.54
2019,1,10,10,537.0,20.16,27.66,99.39,3.71,0.68,0.0,56.1
2019,1,10,11,636.7,22.76,22.64,99.27,3.02,0.71,0.0,50.48
2019,1,10,12,660.67,23.95,19.98,99.13,3.03,0.71,0.0,48.68
2019,1,10,13,614.72,24.71,18.05,99.0,3.12,0.7,0.0,51.11
2019,1,10,14,498.3,24.96,17.11,98.92,2.92,0.65,0.0,57.23
2019,1,10,15,326.88,24.6,17.27,98.87,2.93,0.57,0.0,66.02
2019,1,10,16,145.0,22.82,19.62,98.85,2.3,0.44,0.0,76.55
2019,1,10,17,16.4,19.26,24.42,98.88,2.51,0.26,0.0,87.45
2019,1,10,18,0.0,18.11,26.34,98.94,2.65,-999.0,0.0,90.0
2019,1,10,19,0.0,17.35,27.89,98.99,2.75,-999.0,0.0,90.0
2019,1,10,20,0.0,17.01,28.58,99.02,2.58,-999.0,0.0,90.0
2019,1,10,21,0.0,16.89,28.64,99.03,2.29,-999.0,0.0,90.0
2019,1,10,22,0.0,16.64,28.85,99.04,2.1,-999.0,0.0,90.0
2019,1,10,23,0.0,16.03,29.65,99.04,2.19,-999.0,0.0,90.0
2019,1,11,0,0.0,15.2,30.99,99.04,2.43,-999.0,0.0,90.0
2019,1,11,1,0.0,14.35,32.35,99.03,2.68,-999.0,0.0,90.0
2019,1,11,2,0.0,13.72,33.48,99.0,2.78,-999.0,0.0,90.0
2019,1,11,3,0.0,13.31,34.18,98.99,2.7,-999.0,0.0,90.0
2019,1,11,4,0.0,13.0,34.78,99.0,2.57,-999.0,0.0,90.0
2019,1,11,5,0.0,12.58,35.66,99.05,2.51,-999.0,0.0,90.0
2019,1,11,6,0.0,12.07,36.68,99.13,2.54,-999.0,0.0,90.0
2019,1,11,7,22.05,12.43,35.75,99.24,2.39,0.23,0.0,86.13
2019,1,11,8,125.88,15.27,29.75,99.31,2.83,0.34,0.0,74.84
2019,1,11,9,227.65,17.38,26.26,99.37,2.14,0.38,0.0,64.5
2019,1,11,10,325.73,21.29,23.4,99.35,1.66,0.41,0.0,56.02
2019,1,11,11,476.4,24.05,24.87,99.26,1.59,0.53,0.01,50.36
2019,1,11,12,540.85,25.02,26.33,99.12,1.48,0.58,0.16,48.52
2019,1,11,13,506.2,25.45,27.48,99.02,1.31,0.57,1.39,50.93
2019,1,11,14,404.5,25.42,28.58,98.96,1.05,0.53,5.82,57.05
2019,1,11,15,275.6,24.98,29.73,98.94,1.0,0.48,4.74,65.85
2019,1,11,16,132.65,23.74,32.08,98.93,1.16,0.4,0.56,76.39
2019,1,11,17,16.48,20.85,37.68,98.97,1.92,0.25,0.29,87.35
2019,1,11,18,0.0,19.32,40.05,99.05,2.55,-999.0,0.21,90.0
2019,1,11,19,0.0,18.25,40.82,99.13,2.87,-999.0,0.11,90.0
2019,1,11,20,0.0,17.24,41.59,99.17,2.93,-999.0,0.04,90.0
2019,1,11,21,0.0,16.27,42.95,99.17,2.87,-999.0,0.01,90.0
2019,1,11,22,0.0,15.51,44.63,99.16,2.86,-999.0,0.0,90.0
2019,1,11,23,0.0,14.92,46.53,99.14,2.81,-999.0,0.0,90.0
2019,1,12,0,0.0,14.4,48.59,99.11,2.77,-999.0,0.0,90.0
2019,1,12,1,0.0,13.96,50.38,99.08,2.69,-999.0,10.59,90.0
2019,1,12,2,0.0,13.65,51.49,99.05,2.49,-999.0,10.59,90.0
2019,1,12,3,0.0,13.46,52.01,99.02,2.22,-999.0,10.59,90.0
2019,1,12,4,0.0,13.26,52.48,98.99,1.99,-999.0,0.0,90.0
2019,1,12,5,0.0,12.99,53.0,99.02,1.83,-999.0,0.09,90.0
2019,1,12,6,0.0,12.64,53.74,99.1,1.78,-999.0,1.03,90.0
2019,1,12,7,24.85,12.98,51.97,99.21,1.73,0.26,3.21,86.13
2019,1,12,8,159.25,15.4,43.82,99.28,2.33,0.43,0.04,74.82
2019,1,12,9,322.5,17.47,38.75,99.32,2.06,0.53,0.1,64.45
2019,1,12,10,471.85,21.52,34.06,99.3,2.48,0.6,0.8,55.93
2019,1,12,11,518.67,23.83,33.22,99.2,2.88,0.58,2.21,50.23
2019,1,12,12,538.03,24.52,33.59,99.09,2.9,0.58,5.82,48.36
2019,1,12,13,456.85,24.71,34.44,98.99,3.0,0.51,12.29,50.76
2019,1,12,14,373.1,24.41,36.23,98.93,3.02,0.49,18.48,56.87
2019,1,12,15,255.15,23.66,38.97,98.92,2.88,0.44,17.95,65.67
2019,1,12,16,124.8,22.32,45.54,98.94,2.18,0.37,4.29,76.22
2019,1,12,17,16.3,19.49,54.92,98.98,2.39,0.24,0.86,87.24
2019,1,12,18,0.0,18.13,55.75,99.06,2.84,-999.0,0.41,90.0
2019,1,12,19,0.0,17.27,56.35,99.15,3.06,-999.0,0.32,90.0
2019,1,12,20,0.0,16.56,56.29,99.19,3.21,-999.0,0.34,90.0
2019,1,12,21,0.0,15.87,55.76,99.21,3.33,-999.0,0.27,90.0
2019,1,12,22,0.0,15.21,55.16,99.23,3.36,-999.0,1.71,90.0
2019,1,12,23,0.0,14.62,54.64,99.24,3.32,-999.0,1.16,90.0
2019,1,13,0,0.0,14.05,54.42,99.23,3.24,-999.0,1.32,90.0
2019,1,13,1,0.0,13.58,54.37,99.23,3.17,-999.0,0.52,90.0
2019,1,13,2,0.0,13.17,54.58,99.22,3.09,-999.0,2.39,90.0
2019,1,13,3,0.0,12.53,55.39,99.21,3.02,-999.0,0.15,90.0
2019,1,13,4,0.0,11.9,56.04,99.23,2.95,-999.0,0.01,90.0
2019,1,13,5,0.0,11.31,56.65,99.3,2.88,-999.0,0.0,90.0
2019,1,13,6,0.0,10.7,57.33,99.4,2.84,-999.0,0.0,90.0
2019,1,13,7,25.62,11.32,54.72,99.52,2.63,0.27,0.0,86.12
2019,1,13,8,166.48,13.81,45.6,99.61,3.62,0.45,0.0,74.79
2019,1,13,9,335.4,16.12,40.19,99.66,3.12,0.55,0.0,64.39
2019,1,13,10,493.42,20.28,34.29,99.67,3.54,0.62,0.0,55.84
2019,1,13,11,605.05,21.94,32.82,99.61,3.19,0.67,0.0,50.1
2019,1,13,12,666.17,22.74,30.15,99.53,3.36,0.71,0.0,48.2
2019,1,13,13,621.53,23.14,27.72,99.45,3.87,0.7,0.0,50.57
2019,1,13,14,507.5,23.09,26.27,99.41,4.57,0.66,0.0,56.68
2019,1,13,15,339.02,22.45,26.26,99.41,5.19,0.58,0.0,65.49
2019,1,13,16,158.7,20.83,29.65,99.43,4.56,0.47,0.0,76.05
2019,1,13,17,18.77,17.17,38.41,99.47,3.78,0.27,0.0,87.13
2019,1,13,18,0.0,15.81,40.94,99.54,4.16,-999.0,0.0,90.0
2019,1,13,19,0.0,14.95,42.74,99.61,4.29,-999.0,0.0,90.0
2019,1,13,20,0.0,14.1,44.48,99.67,4.36,-999.0,0.0,90.0
2019,1,13,21,0.0,13.38,45.91,99.72,4.57,-999.0,0.0,90.0
2019,1,13,22,0.0,12.74,47.34,99.74,4.96,-999.0,0.0,90.0
2019,1,13,23,0.0,12.06,49.16,99.72,5.26,-999.0,0.0,90.0
2019,1,14,0,0.0,11.41,51.06,99.69,5.43,-999.0,0.0,90.0
2019,1,14,1,0.0,10.75,52.73,99.67,5.35,-999.0,0.0,90.0
2019,1,14,2,0.0,10.13,53.65,99.65,5.32,-999.0,0.0,90.0
2019,1,14,3,0.0,9.46,54.09,99.63,5.15,-999.0,0.0,90.0
2019,1,14,4,0.0,8.75,54.21,99.64,4.9,-999.0,0.0,90.0
2019,1,14,5,0.0,8.06,54.31,99.67,4.61,-999.0,0.0,90.0
2019,1,14,6,0.0,7.31,55.17,99.73,3.99,-999.0,0.0,90.0
2019,1,14,7,28.65,7.74,52.26,99.83,4.31,0.3,0.0,86.11
2019,1,14,8,179.91,9.75,45.13,99.93,4.35,0.49,0.0,74.76
2019,1,14,9,351.99,12.71,37.97,99.98,3.6,0.58,0.0,64.33
2019,1,14,10,481.17,17.26,29.37,99.94,4.7,0.61,0.0,55.74
2019,1,14,11,591.97,19.52,23.77,99.82,4.41,0.65,0.0,49.96
2019,1,14,12,670.9,20.7,20.04,99.69,3.82,0.71,0.0,48.02
2019,1,14,13,635.7,21.42,17.71,99.57,3.24,0.71,0.0,50.38
2019,1,14,14,528.05,21.57,16.73,99.47,2.92,0.68,0.0,56.49
2019,1,14,15,368.12,21.14,16.73,99.44,2.88,0.63,0.0,65.31
2019,1,14,16,178.65,19.46,21.73,99.46,2.56,0.52,0.0,75.88
2019,1,14,17,21.67,15.32,30.24,99.47,2.85,0.3,0.0,87.02
2019,1,14,18,0.0,13.75,31.67,99.52,3.11,-999.0,0.0,90.0
2019,1,14,19,0.0,12.8,32.85,99.58,3.22,-999.0,0.0,90.0
2019,1,14,20,0.0,12.0,33.85,99.63,3.31,-999.0,0.0,90.0
2019,1,14,21,0.0,11.35,34.87,99.65,3.26,-999.0,0.0,90.0
2019,1,14,22,0.0,10.85,35.67,99.64,3.08,-999.0,0.0,90.0
