YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,PRECTOTCORR,WS10M,PS,RH2M,SZA,ALLSKY_KT
2020,7,6,21,0.0,26.99,2.41,0.99,90.28,64.86,90.0,-999.0
2020,7,6,22,0.0,26.47,2.58,1.06,90.31,67.92,90.0,-999.0
2020,7,6,23,0.0,26.05,2.87,1.03,90.29,70.46,90.0,-999.0
2020,7,7,0,0.0,25.76,2.79,0.97,90.27,71.49,90.0,-999.0
2020,7,7,1,0.0,25.5,2.39,0.91,90.26,72.81,90.0,-999.0
2020,7,7,2,0.0,25.26,1.08,0.93,90.27,74.13,90.0,-999.0
2020,7,7,3,0.0,24.86,0.37,1.03,90.29,76.61,90.0,-999.0
2020,7,7,4,0.0,24.35,0.31,1.19,90.33,78.88,90.0,-999.0
2020,7,7,5,42.55,24.77,1.38,1.32,90.38,80.7,83.37,0.28
2020,7,7,6,190.32,25.77,2.08,1.9,90.43,75.7,71.34,0.45
2020,7,7,7,314.65,27.07,5.24,1.72,90.49,69.16,58.89,0.46
2020,7,7,8,500.95,28.01,8.0,1.38,90.54,63.46,46.22,0.55
2020,7,7,9,703.15,28.9,5.45,1.36,90.57,59.96,33.53,0.64
2020,7,7,10,799.65,29.08,8.88,1.75,90.57,59.77,21.23,0.65
2020,7,7,11,884.65,28.94,20.0,2.12,90.56,61.24,11.24,0.69
2020,7,7,12,656.22,28.86,35.48,2.23,90.52,62.83,12.49,0.51
2020,7,7,13,592.88,28.93,46.8,2.13,90.48,63.9,23.23,0.49
2020,7,7,14,490.48,28.86,44.54,2.07,90.45,65.29,35.65,0.46
2020,7,7,15,395.38,28.5,28.6,2.01,90.43,67.49,48.36,0.45
2020,7,7,16,246.18,28.01,17.77,1.88,90.42,69.99,61.01,0.39
2020,7,7,17,112.12,27.34,6.41,1.75,90.43,73.7,73.41,0.3
2020,7,7,18,18.35,26.2,2.14,1.44,90.47,81.18,85.32,0.17
2020,7,7,19,0.0,25.05,3.62,1.42,90.52,88.21,90.0,-999.0
2020,7,7,20,0.0,24.53,5.77,1.7,90.58,89.94,90.0,-999.0
2020,7,7,21,0.0,24.07,12.28,2.1,90.62,91.79,90.0,-999.0
2020,7,7,22,0.0,23.65,31.09,2.37,90.63,93.81,90.0,-999.0
2020,7,7,23,0.0,23.38,55.41,2.46,90.63,94.8,90.0,-999.0
2020,7,8,0,0.0,23.09,66.43,2.41,90.61,95.1,90.0,-999.0
2020,7,8,1,0.0,22.84,56.42,2.13,90.59,95.4,90.0,-999.0
2020,7,8,2,0.0,22.61,43.49,1.62,90.57,95.99,90.0,-999.0
2020,7,8,3,0.0,22.5,35.24,1.51,90.57,95.96,90.0,-999.0
2020,7,8,4,0.0,22.5,26.14,1.47,90.58,95.45,90.0,-999.0
2020,7,8,5,24.65,23.14,28.51,1.58,90.61,93.3,83.46,0.16
2020,7,8,6,87.75,24.05,51.21,2.43,90.64,88.59,71.42,0.21
2020,7,8,7,169.98,24.79,69.58,3.09,90.67,85.87,58.97,0.25
2020,7,8,8,244.93,25.55,24.01,3.49,90.69,82.87,46.3,0.27
2020,7,8,9,277.75,26.46,26.88,3.64,90.68,78.19,33.61,0.25
2020,7,8,10,229.4,27.47,29.41,3.54,90.64,72.64,21.32,0.19
2020,7,8,11,340.95,28.37,25.99,3.22,90.59,68.31,11.35,0.26
2020,7,8,12,346.4,28.9,22.89,2.93,90.54,65.81,12.55,0.27
2020,7,8,13,272.8,29.29,19.59,2.78,90.49,64.31,23.25,0.23
2020,7,8,14,320.75,29.46,17.75,2.64,90.45,63.93,35.66,0.3
2020,7,8,15,258.75,29.29,18.14,2.49,90.41,64.81,48.37,0.3
2020,7,8,16,168.98,28.88,15.92,2.34,90.38,66.87,61.02,0.26
2020,7,8,17,83.88,27.99,10.6,2.03,90.37,71.92,73.43,0.22
2020,7,8,18,25.85,26.58,7.58,1.53,90.38,80.16,85.35,0.24
2020,7,8,19,0.0,25.46,7.82,1.14,90.41,87.51,90.0,-999.0
2020,7,8,20,0.0,25.33,7.51,0.84,90.47,86.88,90.0,-999.0
2020,7,8,21,0.0,25.34,7.83,0.51,90.51,84.54,90.0,-999.0
2020,7,8,22,0.0,25.14,7.53,0.42,90.5,85.23,90.0,-999.0
2020,7,8,23,0.0,24.81,7.59,0.44,90.48,87.22,90.0,-999.0
2020,7,9,0,0.0,24.54,5.92,0.41,90.44,89.48,90.0,-999.0
2020,7,9,1,0.0,24.3,4.97,0.36,90.4,91.06,90.0,-999.0
2020,7,9,2,0.0,24.04,2.03,0.34,90.36,92.26,90.0,-999.0
2020,7,9,3,0.0,23.79,0.59,0.42,90.33,92.42,90.0,-999.0
2020,7,9,4,0.0,23.57,0.21,0.54,90.3,91.87,90.0,-999.0
2020,7,9,5,40.03,24.21,3.01,0.5,90.28,90.82,83.56,0.27
2020,7,9,6,154.15,25.76,6.71,0.88,90.28,82.03,71.51,0.37
2020,7,9,7,364.55,27.05,6.0,1.52,90.3,75.49,59.05,0.54
2020,7,9,8,480.88,28.3,13.87,1.79,90.31,69.92,46.38,0.53
2020,7,9,9,631.58,29.42,6.65,2.33,90.32,66.33,33.69,0.58
2020,7,9,10,754.55,30.33,6.76,3.01,90.29,63.75,21.41,0.62
2020,7,9,11,746.75,31.08,9.21,3.62,90.25,61.62,11.46,0.58
2020,7,9,12,731.45,31.57,7.75,4.06,90.19,60.13,12.62,0.57
2020,7,9,13,618.17,31.7,7.9,4.32,90.13,59.59,23.28,0.51
2020,7,9,14,502.75,31.6,5.62,4.38,90.08,59.77,35.68,0.47
2020,7,9,15,372.08,31.25,4.12,4.33,90.04,60.63,48.39,0.43
2020,7,9,16,226.7,30.55,3.57,4.15,90.0,62.92,61.04,0.36
2020,7,9,17,114.7,29.44,1.34,3.65,89.99,67.8,73.46,0.31
2020,7,9,18,18.85,27.76,0.72,2.47,90.01,77.38,85.38,0.18
2020,7,9,19,0.0,26.4,0.76,1.86,90.06,84.79,90.0,-999.0
2020,7,9,20,0.0,25.92,0.53,1.69,90.1,86.38,90.0,-999.0
2020,7,9,21,0.0,25.61,0.45,1.51,90.11,86.61,90.0,-999.0
2020,7,9,22,0.0,25.34,0.25,1.38,90.11,86.92,90.0,-999.0
2020,7,9,23,0.0,25.04,0.15,1.39,90.1,87.94,90.0,-999.0
2020,7,10,0,0.0,24.73,0.15,1.54,90.07,89.42,90.0,-999.0
2020,7,10,1,0.0,24.49,0.11,1.72,90.03,90.58,90.0,-999.0
2020,7,10,2,0.0,24.28,0.03,1.82,90.0,91.18,90.0,-999.0
2020,7,10,3,0.0,24.06,0.0,1.82,89.99,91.91,90.0,-999.0
2020,7,10,4,0.0,23.93,0.0,1.86,90.01,92.18,90.0,-999.0
2020,7,10,5,48.45,24.81,0.0,2.01,90.04,89.15,83.66,0.33
2020,7,10,6,207.05,26.59,0.0,2.98,90.08,79.85,71.6,0.5
2020,7,10,7,411.45,28.59,0.0,4.62,90.11,70.01,59.13,0.61
2020,7,10,8,586.1,30.24,0.0,5.56,90.13,62.49,46.46,0.65
2020,7,10,9,746.58,31.28,0.0,5.86,90.16,58.01,33.77,0.68
2020,7,10,10,779.85,32.16,0.09,5.96,90.15,54.5,21.5,0.64
2020,7,10,11,695.83,32.82,0.46,5.91,90.11,51.78,11.58,0.54
2020,7,10,12,705.6,33.29,1.11,5.85,90.04,50.01,12.7,0.55
2020,7,10,13,657.83,33.59,2.47,5.79,89.99,48.87,23.31,0.54
2020,7,10,14,458.98,33.63,3.24,5.71,89.94,47.92,35.7,0.43
2020,7,10,15,320.25,33.34,4.19,5.53,89.89,47.85,48.41,0.37
2020,7,10,16,206.07,32.61,4.18,4.99,89.86,50.04,61.07,0.32
2020,7,10,17,96.28,31.23,3.79,3.77,89.85,56.51,73.49,0.26
2020,7,10,18,14.8,28.93,3.56,2.39,89.88,69.49,85.42,0.14
2020,7,10,19,0.0,27.55,3.56,2.41,89.93,73.12,90.0,-999.0
2020,7,10,20,0.0,26.95,3.94,2.45,89.98,74.55,90.0,-999.0
2020,7,10,21,0.0,26.33,5.76,2.6,90.03,76.2,90.0,-999.0
2020,7,10,22,0.0,25.78,8.64,2.66,90.05,78.49,90.0,-999.0
2020,7,10,23,0.0,25.36,12.82,2.65,90.06,81.05,90.0,-999.0
2020,7,11,0,0.0,24.9,20.53,2.74,90.05,83.79,90.0,-999.0
2020,7,11,1,0.0,24.45,30.71,2.78,90.04,86.52,90.0,-999.0
2020,7,11,2,0.0,24.16,39.25,2.63,90.02,88.48,90.0,-999.0
2020,7,11,3,0.0,24.06,46.12,2.31,90.01,90.0,90.0,-999.0
2020,7,11,4,0.0,24.01,56.75,2.04,90.02,90.89,90.0,-999.0
2020,7,11,5,41.55,24.74,61.65,1.62,90.04,90.51,83.76,0.29
2020,7,11,6,170.85,26.44,54.24,2.06,90.07,82.1,71.68,0.41
2020,7,11,7,332.42,28.68,40.56,3.54,90.08,68.91,59.22,0.49
2020,7,11,8,436.55,30.0,29.95,5.04,90.1,61.3,46.54,0.48
2020,7,11,9,465.67,30.79,21.91,5.98,90.12,57.55,33.85,0.43
2020,7,11,10,584.2,31.28,17.63,6.28,90.1,54.8,21.59,0.48
2020,7,11,11,682.88,31.61,14.75,6.21,90.06,52.85,11.7,0.53
2020,7,11,12,724.1,31.87,11.21,6.02,90.03,51.4,12.78,0.56
2020,7,11,13,668.72,31.97,11.63,5.74,90.0,50.41,23.35,0.55
2020,7,11,14,578.5,31.93,9.63,5.15,89.97,49.73,35.73,0.54
2020,7,11,15,428.65,31.6,7.73,4.47,89.95,50.14,48.43,0.49
2020,7,11,16,250.52,30.96,7.25,3.7,89.94,52.34,61.1,0.39
2020,7,11,17,129.8,29.85,4.07,2.85,89.97,56.73,73.53,0.35
2020,7,11,18,22.2,27.99,3.05,1.69,90.02,69.35,85.46,0.21
2020,7,11,19,0.0,27.35,3.93,1.15,90.08,68.7,90.0,-999.0
2020,7,11,20,0.0,27.18,5.83,0.95,90.14,67.66,90.0,-999.0
2020,7,11,21,0.0,26.86,12.38,0.73,90.16,68.12,90.0,-999.0
2020,7,11,22,0.0,26.49,28.86,0.54,90.15,69.15,90.0,-999.0
2020,7,11,23,0.0,25.57,47.96,0.67,90.08,75.09,90.0,-999.0
2020,7,12,0,0.0,24.17,66.93,1.36,90.07,85.52,90.0,-999.0
2020,7,12,1,0.0,23.48,79.93,1.33,90.14,92.94,90.0,-999.0
2020,7,12,2,0.0,23.3,78.61,0.5,90.17,93.59,90.0,-999.0
2020,7,12,3,0.0,23.24,72.37,1.48,90.12,92.58,90.0,-999.0
2020,7,12,4,0.0,23.01,57.37,1.99,90.09,92.24,90.0,-999.0
2020,7,12,5,36.38,23.6,38.0,1.9,90.14,91.1,83.86,0.26
2020,7,12,6,176.65,25.56,53.41,2.15,90.2,80.17,71.77,0.43
2020,7,12,7,314.12,26.81,74.51,1.97,90.23,69.7,59.3,0.47
2020,7,12,8,512.83,27.47,5.45,2.71,90.27,67.63,46.62,0.57
2020,7,12,9,721.97,28.08,4.46,3.47,90.32,66.87,33.94,0.66
2020,7,12,10,705.2,28.23,3.6,3.98,90.36,68.28,21.69,0.58
2020,7,12,11,873.12,28.43,2.73,4.15,90.37,69.22,11.83,0.68
2020,7,12,12,897.85,28.81,2.28,3.98,90.35,68.48,12.87,0.7
2020,7,12,13,789.47,29.25,2.16,3.88,90.31,66.74,23.39,0.65
2020,7,12,14,657.95,29.33,1.42,3.61,90.26,65.84,35.76,0.62
2020,7,12,15,500.67,29.07,0.73,3.32,90.22,66.34,48.46,0.57
2020,7,12,16,332.08,28.51,0.46,3.09,90.18,68.39,61.13,0.52
2020,7,12,17,185.75,27.57,0.23,2.69,90.16,73.61,73.57,0.5
2020,7,12,18,29.62,26.15,0.15,1.82,90.16,82.94,85.5,0.29
2020,7,12,19,0.0,25.15,0.12,1.38,90.19,88.47,90.0,-999.0
2020,7,12,20,0.0,24.82,0.08,1.22,90.22,88.64,90.0,-999.0
2020,7,12,21,0.0,24.46,0.05,1.26,90.26,88.85,90.0,-999.0
2020,7,12,22,0.0,24.06,0.03,1.38,90.26,89.73,90.0,-999.0
2020,7,12,23,0.0,23.71,0.01,1.51,90.26,90.43,90.0,-999.0
2020,7,13,0,0.0,23.44,0.0,1.59,90.24,90.47,90.0,-999.0
2020,7,13,1,0.0,23.12,0.0,1.57,90.21,90.65,90.0,-999.0
2020,7,13,2,0.0,22.84,0.0,1.46,90.2,90.65,90.0,-999.0
2020,7,13,3,0.0,22.64,0.0,1.36,90.2,90.31,90.0,-999.0
2020,7,13,4,0.0,22.3,0.0,1.38,90.21,90.78,90.0,-999.0
2020,7,13,5,46.95,22.93,0.0,1.33,90.23,90.04,83.96,0.34
2020,7,13,6,206.43,24.7,0.0,2.36,90.26,80.24,71.87,0.5
2020,7,13,7,417.2,26.29,0.0,3.21,90.29,72.33,59.38,0.62
2020,7,13,8,659.1,27.74,0.0,3.49,90.3,66.25,46.7,0.73
2020,7,13,9,806.62,29.0,0.0,3.71,90.31,62.0,34.02,0.74
2020,7,13,10,919.67,29.99,0.0,4.09,90.31,59.33,21.78,0.75
2020,7,13,11,917.15,30.66,0.0,4.53,90.29,57.8,11.97,0.71
2020,7,13,12,879.95,31.01,0.0,4.84,90.25,56.98,12.97,0.69
2020,7,13,13,754.95,31.16,0.0,4.97,90.21,56.06,23.44,0.62
2020,7,13,14,634.78,31.13,0.0,4.96,90.16,55.5,35.79,0.59
2020,7,13,15,484.6,30.84,0.0,4.87,90.13,55.73,48.49,0.56
2020,7,13,16,294.23,30.26,0.0,4.62,90.1,57.07,61.17,0.46
2020,7,13,17,158.2,29.06,0.0,3.74,90.12,62.68,73.61,0.43
2020,7,13,18,28.27,26.92,0.0,2.36,90.16,75.51,85.55,0.28
2020,7,13,19,0.0,25.61,0.0,2.03,90.21,80.2,90.0,-999.0
2020,7,13,20,0.0,25.34,0.0,1.79,90.26,80.23,90.0,-999.0
2020,7,13,21,0.0,25.1,0.0,1.61,90.29,79.94,90.0,-999.0
2020,7,13,22,0.0,24.8,0.0,1.57,90.32,80.4,90.0,-999.0
2020,7,13,23,0.0,24.46,0.0,1.65,90.32,81.36,90.0,-999.0
2020,7,14,0,0.0,24.08,0.0,1.72,90.3,82.51,90.0,-999.0
2020,7,14,1,0.0,23.69,0.0,1.83,90.29,83.78,90.0,-999.0
2020,7,14,2,0.0,23.5,0.0,1.75,90.29,84.06,90.0,-999.0
2020,7,14,3,0.0,23.47,0.0,1.57,90.32,83.79,90.0,-999.0
2020,7,14,4,0.0,23.45,0.0,1.41,90.33,83.22,90.0,-999.0
2020,7,14,5,42.67,24.07,0.0,1.12,90.37,84.86,84.06,0.31
2020,7,14,6,192.55,26.26,0.0,1.89,90.4,74.63,71.96,0.47
2020,7,14,7,405.27,27.98,0.0,3.34,90.42,67.0,59.47,0.61
2020,7,14,8,643.55,28.98,80.79,3.64,90.44,64.37,46.78,0.71
2020,7,14,9,814.42,29.54,57.37,3.63,90.45,64.66,34.11,0.75
2020,7,14,10,887.15,30.22,8.85,3.7,90.44,63.87,21.88,0.73
2020,7,14,11,971.1,30.91,3.06,3.83,90.41,62.45,12.1,0.75
2020,7,14,12,876.62,31.32,5.6,3.94,90.36,61.51,13.07,0.68
2020,7,14,13,804.72,31.44,6.26,4.0,90.31,61.18,23.49,0.67
2020,7,14,14,661.12,31.3,10.8,4.14,90.28,61.12,35.83,0.62
2020,7,14,15,500.08,30.91,20.01,4.21,90.25,61.93,48.53,0.57
2020,7,14,16,301.17,30.25,10.43,3.94,90.22,64.1,61.21,0.47
2020,7,14,17,154.73,29.25,3.8,3.17,90.23,68.21,73.66,0.42
2020,7,14,18,26.25,27.6,7.49,2.0,90.26,78.43,85.6,0.26
2020,7,14,19,0.0,26.49,5.42,1.49,90.31,82.4,90.0,-999.0
2020,7,14,20,0.0,26.29,0.73,1.08,90.35,81.1,90.0,-999.0
2020,7,14,21,0.0,26.14,0.76,0.75,90.39,79.68,90.0,-999.0
2020,7,14,22,0.0,25.88,1.78,0.52,90.42,79.49,90.0,-999.0
2020,7,14,23,0.0,25.59,8.28,0.47,90.43,79.84,90.0,-999.0
2020,7,15,0,0.0,25.3,4.42,0.41,90.42,79.85,90.0,-999.0
2020,7,15,1,0.0,24.96,1.41,0.27,90.41,80.49,90.0,-999.0
2020,7,15,2,0.0,24.55,0.89,0.08,90.4,81.51,90.0,-999.0
2020,7,15,3,0.0,24.34,0.71,0.21,90.41,81.38,90.0,-999.0
2020,7,15,4,0.0,24.15,0.5,0.44,90.43,81.44,90.0,-999.0
2020,7,15,5,26.55,24.41,0.31,0.78,90.48,84.22,84.16,0.2
2020,7,15,6,109.35,26.17,0.16,0.86,90.53,76.31,72.05,0.27
2020,7,15,7,204.93,27.95,0.06,1.09,90.57,65.15,59.56,0.31
2020,7,15,8,379.15,29.04,0.0,1.66,90.59,58.85,46.87,0.42
2020,7,15,9,461.62,29.9,0.0,1.96,90.58,56.85,34.19,0.42
2020,7,15,10,569.53,30.66,0.0,2.33,90.54,55.47,21.99,0.47
2020,7,15,11,702.88,31.26,0.01,2.56,90.48,54.38,12.25,0.55
2020,7,15,12,706.03,31.6,0.1,2.68,90.41,53.91,13.18,0.55
2020,7,15,13,783.25,31.7,0.51,2.8,90.35,53.93,23.55,0.65
2020,7,15,14,641.75,31.16,0.9,2.89,90.3,55.8,35.88,0.6
2020,7,15,15,495.83,30.43,1.06,2.8,90.25,58.57,48.57,0.57
2020,7,15,16,316.75,29.55,1.1,2.41,90.24,61.8,61.25,0.5
2020,7,15,17,162.15,28.43,0.57,1.72,90.26,66.8,73.72,0.44
2020,7,15,18,28.23,27.09,0.31,0.99,90.33,73.71,85.66,0.28
2020,7,15,19,0.0,25.99,0.19,0.64,90.4,81.41,90.0,-999.0
2020,7,15,20,0.0,25.6,0.16,0.75,90.46,81.55,90.0,-999.0
2020,7,15,21,0.0,25.07,0.17,1.09,90.48,84.32,90.0,-999.0
2020,7,15,22,0.0,24.47,0.15,1.49,90.49,86.66,90.0,-999.0
2020,7,15,23,0.0,24.05,0.18,1.78,90.47,88.33,90.0,-999.0
2020,7,16,0,0.0,23.71,0.5,1.94,90.44,89.5,90.0,-999.0
2020,7,16,1,0.0,23.45,0.49,2.05,90.4,90.47,90.0,-999.0
2020,7,16,2,0.0,23.14,0.47,2.11,90.37,91.65,90.0,-999.0
2020,7,16,3,0.0,22.93,0.31,2.05,90.36,92.66,90.0,-999.0
2020,7,16,4,0.0,22.8,0.24,1.97,90.36,92.93,90.0,-999.0
2020,7,16,5,27.1,23.58,0.3,1.87,90.39,91.17,84.26,0.21
2020,7,16,6,111.35,25.3,0.68,2.28,90.42,82.99,72.15,0.28
2020,7,16,7,217.52,26.8,0.56,2.42,90.46,75.49,59.65,0.33
2020,7,16,8,370.23,28.09,0.79,3.04,90.49,69.02,46.96,0.41
2020,7,16,9,516.03,29.16,1.01,3.76,90.49,64.05,34.28,0.47
2020,7,16,10,628.0,29.83,2.38,4.21,90.46,61.27,22.09,0.51
2020,7,16,11,612.67,30.28,3.7,4.26,90.4,59.8,12.39,0.48
2020,7,16,12,630.25,30.67,5.43,4.16,90.32,58.62,13.3,0.49
2020,7,16,13,577.62,30.72,6.23,3.93,90.25,58.67,23.62,0.48
2020,7,16,14,467.27,30.6,5.83,3.34,90.2,59.3,35.92,0.44
2020,7,16,15,381.83,30.36,4.64,2.59,90.16,60.25,48.62,0.44
2020,7,16,16,232.77,29.79,3.11,1.88,90.15,62.52,61.31,0.37
2020,7,16,17,125.32,29.07,1.83,1.21,90.17,66.24,73.78,0.34
2020,7,16,18,24.33,27.95,0.98,0.65,90.21,71.73,85.72,0.25
2020,7,16,19,0.0,26.91,0.7,0.45,90.26,77.48,90.0,-999.0
2020,7,16,20,0.0,26.37,0.59,0.59,90.31,79.82,90.0,-999.0
2020,7,16,21,0.0,25.79,0.8,0.93,90.36,82.26,90.0,-999.0
2020,7,16,22,0.0,25.32,1.01,1.23,90.38,84.65,90.0,-999.0
2020,7,16,23,0.0,24.96,1.54,1.43,90.38,85.46,90.0,-999.0
2020,7,17,0,0.0,24.66,1.86,1.55,90.37,86.17,90.0,-999.0
2020,7,17,1,0.0,24.43,2.25,1.59,90.37,87.12,90.0,-999.0
2020,7,17,2,0.0,24.21,2.17,1.56,90.38,88.81,90.0,-999.0
2020,7,17,3,0.0,23.86,1.96,1.56,90.41,91.11,90.0,-999.0
2020,7,17,4,0.0,23.59,1.56,1.53,90.44,92.63,90.0,-999.0
2020,7,17,5,26.8,24.0,1.14,1.82,90.47,92.31,84.37,0.21
2020,7,17,6,123.4,25.12,0.98,2.36,90.5,88.27,72.24,0.31
2020,7,17,7,274.55,26.38,0.91,2.65,90.51,82.55,59.74,0.41
2020,7,17,8,390.62,27.87,1.29,2.93,90.52,75.65,47.04,0.44
2020,7,17,9,566.15,29.26,0.76,3.16,90.53,69.27,34.37,0.52
2020,7,17,10,677.75,30.25,0.66,3.45,90.51,65.26,22.2,0.56
2020,7,17,11,841.12,30.88,0.57,3.68,90.47,62.99,12.55,0.65
2020,7,17,12,799.6,31.01,0.77,3.61,90.42,62.68,13.43,0.62
2020,7,17,13,655.9,31.02,0.95,3.44,90.37,62.54,23.69,0.54
2020,7,17,14,506.52,30.9,1.05,3.26,90.33,62.78,35.98,0.48
2020,7,17,15,320.17,30.44,0.92,3.02,90.3,64.3,48.67,0.37
2020,7,17,16,197.8,29.73,0.7,2.63,90.28,67.1,61.36,0.31
2020,7,17,17,104.15,28.8,0.42,2.05,90.29,71.27,73.84,0.28
2020,7,17,18,20.52,27.67,0.14,1.21,90.32,77.1,85.78,0.21
2020,7,17,19,0.0,26.88,0.12,0.62,90.37,81.79,90.0,-999.0
2020,7,17,20,0.0,26.61,0.08,0.23,90.42,81.23,90.0,-999.0
2020,7,17,21,0.0,26.14,0.05,0.66,90.46,83.97,90.0,-999.0
2020,7,17,22,0.0,25.52,0.04,1.08,90.48,87.22,90.0,-999.0
2020,7,17,23,0.0,25.08,0.04,1.27,90.49,89.01,90.0,-999.0
2020,7,18,0,0.0,24.88,0.14,1.22,90.49,89.49,90.0,-999.0
2020,7,18,1,0.0,24.82,0.5,0.96,90.48,89.57,90.0,-999.0
2020,7,18,2,0.0,24.86,0.92,0.59,90.48,89.04,90.0,-999.0
2020,7,18,3,0.0,24.88,1.17,0.2,90.47,88.47,90.0,-999.0
2020,7,18,4,0.0,24.64,1.76,0.15,90.46,89.51,90.0,-999.0
2020,7,18,5,28.85,24.93,2.21,0.23,90.47,89.97,84.47,0.23
2020,7,18,6,138.48,26.32,2.71,0.69,90.49,82.82,72.34,0.35
2020,7,18,7,279.23,27.83,2.92,1.65,90.51,74.6,59.83,0.42
2020,7,18,8,476.27,29.19,1.5,2.29,90.53,68.36,47.13,0.53
2020,7,18,9,661.97,30.23,1.23,2.63,90.55,64.37,34.47,0.61
2020,7,18,10,745.58,31.09,1.97,2.95,90.53,61.46,22.31,0.61
2020,7,18,11,762.45,31.67,4.44,3.27,90.5,59.72,12.7,0.59
2020,7,18,12,726.05,31.99,12.66,3.55,90.45,58.77,13.56,0.57
2020,7,18,13,610.62,31.99,29.2,3.79,90.4,58.98,23.76,0.51
2020,7,18,14,509.8,31.64,34.15,3.77,90.36,60.52,36.04,0.48
2020,7,18,15,353.05,30.99,27.29,3.61,90.32,63.28,48.73,0.41
2020,7,18,16,228.25,30.14,15.82,3.36,90.31,67.11,61.42,0.36
2020,7,18,17,108.9,29.13,6.33,2.85,90.31,72.32,73.91,0.3
2020,7,18,18,19.7,27.77,4.99,2.02,90.33,80.45,85.85,0.21
2020,7,18,19,0.0,26.94,11.38,1.34,90.37,87.01,90.0,-999.0
2020,7,18,20,0.0,26.74,9.24,1.03,90.42,87.36,90.0,-999.0
2020,7,18,21,0.0,26.48,7.59,0.88,90.46,86.77,90.0,-999.0
2020,7,18,22,0.0,26.03,5.38,0.96,90.48,88.46,90.0,-999.0
2020,7,18,23,0.0,25.42,4.24,1.08,90.5,90.29,90.0,-999.0
2020,7,19,0,0.0,24.87,6.49,1.17,90.48,92.15,90.0,-999.0
2020,7,19,1,0.0,24.44,6.56,1.11,90.45,93.45,90.0,-999.0
2020,7,19,2,0.0,24.27,2.79,0.83,90.41,93.15,90.0,-999.0
2020,7,19,3,0.0,24.21,1.35,0.45,90.39,92.67,90.0,-999.0
2020,7,19,4,0.0,23.98,0.88,0.29,90.39,93.44,90.0,-999.0
2020,7,19,5,17.77,24.26,0.68,0.22,90.41,93.68,84.58,0.14
2020,7,19,6,78.35,25.59,1.63,1.37,90.43,87.68,72.44,0.2
2020,7,19,7,149.5,26.8,3.38,2.47,90.44,81.76,59.92,0.23
2020,7,19,8,279.77,28.19,2.85,3.75,90.44,75.41,47.22,0.31
2020,7,19,9,360.7,29.33,2.54,4.71,90.41,70.88,34.56,0.33
2020,7,19,10,479.95,30.21,2.05,5.42,90.36,67.97,22.42,0.39
2020,7,19,11,590.55,30.77,1.14,6.02,90.3,66.3,12.86,0.46
2020,7,19,12,817.17,31.02,1.0,6.37,90.23,65.28,13.7,0.64
2020,7,19,13,780.7,31.0,1.02,6.35,90.18,65.09,23.85,0.65
2020,7,19,14,635.4,30.91,0.83,6.0,90.12,64.57,36.1,0.6
2020,7,19,15,456.45,30.6,0.8,5.54,90.09,64.41,48.79,0.53
2020,7,19,16,285.9,29.85,0.93,5.1,90.07,66.08,61.49,0.45
2020,7,19,17,143.98,28.68,0.86,4.33,90.07,70.2,73.98,0.4
2020,7,19,18,22.62,27.02,1.04,2.68,90.11,78.91,85.92,0.24
2020,7,19,19,0.0,25.74,1.49,1.85,90.15,85.61,90.0,-999.0
2020,7,19,20,0.0,25.26,2.05,1.62,90.19,87.15,90.0,-999.0
2020,7,19,21,0.0,25.06,2.67,1.32,90.19,86.86,90.0,-999.0
2020,7,19,22,0.0,24.86,2.83,1.05,90.18,86.68,90.0,-999.0
2020,7,19,23,0.0,24.54,2.0,1.19,90.17,87.1,90.0,-999.0
2020,7,20,0,0.0,24.32,1.16,1.36,90.15,86.51,90.0,-999.0
2020,7,20,1,0.0,24.37,0.69,1.34,90.12,84.08,90.0,-999.0
2020,7,20,2,0.0,24.8,0.46,1.1,90.09,79.57,90.0,-999.0
2020,7,20,3,0.0,25.36,0.43,0.17,90.08,75.73,90.0,-999.0
2020,7,20,4,0.0,24.91,0.35,1.05,90.1,79.06,90.0,-999.0
2020,7,20,5,19.33,25.04,0.29,1.31,90.11,83.32,84.68,0.16
2020,7,20,6,94.28,26.69,0.34,2.23,90.12,76.71,72.54,0.24
2020,7,20,7,191.6,28.44,0.38,4.01,90.12,67.53,60.01,0.29
2020,7,20,8,220.07,29.72,0.73,5.31,90.13,60.62,47.31,0.25
2020,7,20,9,269.88,30.43,0.65,5.67,90.13,57.58,34.65,0.25
2020,7,20,10,260.67,30.99,0.98,5.68,90.13,55.61,22.53,0.21
2020,7,20,11,498.88,31.3,3.23,5.59,90.12,54.66,13.03,0.39
2020,7,20,12,521.4,31.46,9.39,5.55,90.08,54.21,13.84,0.41
2020,7,20,13,552.15,31.31,18.8,5.52,90.05,54.81,23.93,0.46
2020,7,20,14,444.9,30.99,17.8,4.92,90.02,56.21,36.17,0.42
2020,7,20,15,336.33,30.54,14.36,4.17,90.0,58.07,48.85,0.39
2020,7,20,16,209.3,29.79,11.44,3.46,89.99,60.82,61.56,0.33
2020,7,20,17,103.85,28.65,8.36,2.48,90.01,66.56,74.06,0.29
2020,7,20,18,18.75,27.04,7.18,1.5,90.05,75.72,85.99,0.2
2020,7,20,19,0.0,25.94,7.18,0.97,90.1,81.81,90.0,-999.0
2020,7,20,20,0.0,25.58,5.83,0.77,90.17,81.64,90.0,-999.0
