YEAR,MO,DY,HR,ALLSKY_SFC_SW_DWN,T2M,PRECTOTCORR,WS10M,PS,RH2M,SZA,ALLSKY_KT
2019,1,1,0,0.0,7.58,0.0,2.43,91.76,46.46,90.0,-999.0
2019,1,1,1,0.0,7.72,0.0,2.49,91.73,43.62,90.0,-999.0
2019,1,1,2,0.0,7.86,0.0,2.38,91.68,40.7,90.0,-999.0
2019,1,1,3,0.0,8.28,0.0,2.25,91.63,37.12,90.0,-999.0
2019,1,1,4,0.0,9.05,0.0,1.97,91.61,33.69,90.0,-999.0
2019,1,1,5,0.0,9.27,0.0,1.51,91.63,30.06,90.0,-999.0
2019,1,1,6,0.0,9.45,0.0,1.22,91.68,27.98,90.0,-999.0
2019,1,1,7,67.9,9.93,0.0,1.15,91.77,30.85,83.27,0.41
2019,1,1,8,204.85,12.57,0.0,1.03,91.84,46.3,73.15,0.5
2019,1,1,9,279.3,15.72,0.0,1.25,91.87,28.05,64.53,0.46
2019,1,1,10,407.3,16.92,0.0,2.12,91.84,27.12,58.2,0.55
2019,1,1,11,471.95,16.98,0.0,2.57,91.77,28.59,54.96,0.58
2019,1,1,12,350.35,16.52,0.0,2.84,91.71,30.82,55.37,0.44
2019,1,1,13,313.98,15.44,0.0,2.71,91.68,35.94,59.35,0.44
2019,1,1,14,204.0,13.67,0.0,2.11,91.67,47.03,66.26,0.36
2019,1,1,15,104.97,11.5,0.0,1.58,91.69,62.12,75.28,0.29
2019,1,1,16,20.42,10.08,0.0,1.79,91.72,60.0,85.65,0.19
2019,1,1,17,0.0,9.25,0.0,2.51,91.74,60.19,90.0,-999.0
2019,1,1,18,0.0,9.0,0.01,2.83,91.75,61.1,90.0,-999.0
2019,1,1,19,0.0,8.5,0.03,2.88,91.76,60.96,90.0,-999.0
2019,1,1,20,0.0,8.38,0.05,2.85,91.75,60.39,90.0,-999.0
2019,1,1,21,0.0,8.12,0.08,2.99,91.75,61.46,90.0,-999.0
2019,1,1,22,0.0,7.84,0.09,3.42,91.74,64.85,90.0,-999.0
2019,1,1,23,0.0,7.81,0.11,3.78,91.72,66.21,90.0,-999.0
2019,1,2,0,0.0,7.72,0.21,3.98,91.69,66.74,90.0,-999.0
2019,1,2,1,0.0,7.51,0.24,3.83,91.67,67.12,90.0,-999.0
2019,1,2,2,0.0,7.38,0.26,3.44,91.65,66.29,90.0,-999.0
2019,1,2,3,0.0,7.95,0.19,2.76,91.66,61.3,90.0,-999.0
2019,1,2,4,0.0,8.83,0.12,2.17,91.69,56.21,90.0,-999.0
2019,1,2,5,0.0,8.66,0.06,2.17,91.7,56.34,90.0,-999.0
2019,1,2,6,0.0,7.98,0.04,2.5,91.74,59.72,90.0,-999.0
2019,1,2,7,34.22,8.33,0.05,2.58,91.81,64.24,83.3,0.21
2019,1,2,8,104.7,11.42,0.05,2.12,91.9,64.44,73.16,0.26
2019,1,2,9,172.98,14.05,0.07,2.89,91.97,46.95,64.52,0.29
2019,1,2,10,209.25,15.48,0.07,3.06,91.96,40.89,58.16,0.28
2019,1,2,11,240.45,16.49,0.11,2.94,91.89,37.75,54.89,0.3
2019,1,2,12,218.02,16.74,0.09,2.94,91.8,37.12,55.27,0.27
2019,1,2,13,204.65,16.5,0.13,2.93,91.76,37.99,59.23,0.28
2019,1,2,14,186.75,15.8,0.18,2.76,91.75,40.13,66.12,0.33
2019,1,2,15,112.9,14.43,0.18,2.12,91.77,47.94,75.14,0.31
2019,1,2,16,25.75,11.46,0.17,1.69,91.8,62.58,85.53,0.23
2019,1,2,17,0.0,9.89,0.15,1.62,91.84,59.29,90.0,-999.0
2019,1,2,18,0.0,8.77,0.09,1.82,91.89,62.15,90.0,-999.0
2019,1,2,19,0.0,7.77,0.05,2.16,91.92,65.84,90.0,-999.0
2019,1,2,20,0.0,7.33,0.01,2.28,91.91,66.84,90.0,-999.0
2019,1,2,21,0.0,7.26,0.01,2.23,91.9,66.43,90.0,-999.0
2019,1,2,22,0.0,7.23,0.01,2.16,91.87,65.97,90.0,-999.0
2019,1,2,23,0.0,7.12,0.0,2.13,91.87,65.89,90.0,-999.0
2019,1,3,0,0.0,6.82,0.0,2.19,91.88,66.67,90.0,-999.0
2019,1,3,1,0.0,6.44,0.0,2.3,91.89,67.54,90.0,-999.0
2019,1,3,2,0.0,5.86,0.0,2.49,91.86,69.32,90.0,-999.0
2019,1,3,3,0.0,5.36,0.0,2.59,91.8,69.76,90.0,-999.0
2019,1,3,4,0.0,5.22,0.0,2.53,91.78,67.61,90.0,-999.0
2019,1,3,5,0.0,5.19,0.0,2.46,91.8,64.61,90.0,-999.0
2019,1,3,6,0.0,5.02,0.0,2.48,91.84,62.21,90.0,-999.0
2019,1,3,7,79.75,6.01,0.0,2.38,91.89,61.88,83.33,0.49
2019,1,3,8,273.38,10.33,0.0,1.95,91.97,58.11,73.17,0.67
2019,1,3,9,420.58,13.5,0.0,1.96,92.03,43.09,64.5,0.69
2019,1,3,10,548.03,15.55,0.0,2.41,92.02,37.15,58.11,0.74
2019,1,3,11,588.5,16.71,0.0,3.39,91.95,34.86,54.81,0.73
2019,1,3,12,565.88,17.04,0.0,4.08,91.87,34.79,55.16,0.7
2019,1,3,13,427.73,16.57,0.0,4.33,91.79,36.28,59.1,0.59
2019,1,3,14,328.73,15.79,0.0,4.29,91.75,39.01,65.99,0.57
2019,1,3,15,208.35,14.46,0.0,3.75,91.73,45.78,75.0,0.57
2019,1,3,16,45.33,10.96,0.0,2.56,91.75,65.44,85.4,0.4
2019,1,3,17,0.0,7.96,0.0,2.73,91.78,72.7,90.0,-999.0
2019,1,3,18,0.0,7.09,0.0,2.61,91.81,75.15,90.0,-999.0
2019,1,3,19,0.0,6.41,0.0,2.63,91.85,76.8,90.0,-999.0
2019,1,3,20,0.0,5.94,0.0,2.71,91.88,77.0,90.0,-999.0
2019,1,3,21,0.0,5.59,0.0,2.74,91.86,76.29,90.0,-999.0
2019,1,3,22,0.0,5.3,0.0,2.82,91.83,75.02,90.0,-999.0
2019,1,3,23,0.0,5.0,0.0,2.92,91.79,73.71,90.0,-999.0
2019,1,4,0,0.0,4.8,0.0,2.93,91.74,71.29,90.0,-999.0
2019,1,4,1,0.0,4.8,0.0,2.9,91.72,67.87,90.0,-999.0
2019,1,4,2,0.0,4.84,0.0,2.81,91.68,64.08,90.0,-999.0
2019,1,4,3,0.0,4.97,0.0,2.64,91.61,60.08,90.0,-999.0
2019,1,4,4,0.0,4.95,0.0,2.54,91.58,56.95,90.0,-999.0
2019,1,4,5,0.0,4.64,0.0,2.61,91.6,55.27,90.0,-999.0
2019,1,4,6,0.0,4.39,0.0,2.7,91.65,54.17,90.0,-999.0
2019,1,4,7,79.68,5.73,0.0,2.62,91.72,56.26,83.36,0.49
2019,1,4,8,257.65,10.39,0.0,2.06,91.79,53.93,73.17,0.63
2019,1,4,9,383.42,13.75,0.0,2.41,91.84,35.3,64.48,0.63
2019,1,4,10,396.45,16.0,0.0,2.38,91.81,30.44,58.05,0.53
2019,1,4,11,492.42,17.63,0.0,2.29,91.75,27.14,54.72,0.61
2019,1,4,12,385.5,18.15,0.02,2.57,91.68,26.67,55.05,0.48
2019,1,4,13,342.58,17.75,0.05,2.9,91.65,28.28,58.97,0.47
2019,1,4,14,239.02,16.41,0.09,2.61,91.63,33.84,65.84,0.42
2019,1,4,15,128.2,14.8,0.11,1.8,91.62,43.95,74.85,0.35
2019,1,4,16,27.05,12.61,0.13,1.03,91.59,53.97,85.27,0.23
2019,1,4,17,0.0,11.47,0.15,0.35,91.58,46.72,90.0,-999.0
2019,1,4,18,0.0,10.49,0.14,0.59,91.61,49.31,90.0,-999.0
2019,1,4,19,0.0,9.27,0.14,1.02,91.65,55.29,90.0,-999.0
2019,1,4,20,0.0,8.23,0.16,1.68,91.7,61.51,90.0,-999.0
2019,1,4,21,0.0,7.33,0.19,2.36,91.71,66.41,90.0,-999.0
2019,1,4,22,0.0,7.02,0.23,2.78,91.72,66.68,90.0,-999.0
2019,1,4,23,0.0,6.98,0.24,2.98,91.71,65.97,90.0,-999.0
2019,1,5,0,0.0,7.13,0.22,3.05,91.7,64.86,90.0,-999.0
2019,1,5,1,0.0,7.32,0.2,3.06,91.69,64.01,90.0,-999.0
2019,1,5,2,0.0,7.36,0.18,3.07,91.65,63.95,90.0,-999.0
2019,1,5,3,0.0,7.24,0.18,3.1,91.62,64.88,90.0,-999.0
2019,1,5,4,0.0,7.09,0.19,3.12,91.61,66.13,90.0,-999.0
2019,1,5,5,0.0,6.94,0.22,3.14,91.66,67.44,90.0,-999.0
2019,1,5,6,0.0,6.89,0.25,3.15,91.72,68.45,90.0,-999.0
2019,1,5,7,21.55,7.95,0.26,2.97,91.8,69.62,83.38,0.13
2019,1,5,8,63.6,11.03,0.81,2.49,91.88,66.12,73.17,0.16
2019,1,5,9,104.65,13.19,0.78,3.34,91.95,53.71,64.45,0.17
2019,1,5,10,95.9,14.33,0.83,3.71,91.93,46.18,57.99,0.13
2019,1,5,11,114.45,14.88,0.9,3.73,91.85,42.45,54.63,0.14
2019,1,5,12,93.0,15.03,0.93,3.54,91.76,41.74,54.92,0.11
2019,1,5,13,174.4,14.83,0.98,3.28,91.69,42.42,58.83,0.24
2019,1,5,14,171.05,14.27,0.86,2.97,91.64,44.77,65.7,0.3
2019,1,5,15,103.7,13.31,0.76,2.38,91.61,52.23,74.7,0.28
2019,1,5,16,24.88,10.66,0.73,2.02,91.61,68.59,85.13,0.21
2019,1,5,17,0.0,8.6,0.75,2.64,91.65,71.87,90.0,-999.0
2019,1,5,18,0.0,7.74,0.7,3.02,91.69,74.57,90.0,-999.0
2019,1,5,19,0.0,7.17,0.73,3.2,91.72,76.26,90.0,-999.0
2019,1,5,20,0.0,6.95,0.77,3.28,91.74,76.56,90.0,-999.0
2019,1,5,21,0.0,7.28,0.8,3.2,91.73,75.55,90.0,-999.0
2019,1,5,22,0.0,7.28,0.76,3.09,91.69,75.66,90.0,-999.0
2019,1,5,23,0.0,7.33,0.69,2.82,91.65,75.51,90.0,-999.0
2019,1,6,0,0.0,7.63,0.85,2.3,91.62,74.24,90.0,-999.0
2019,1,6,1,0.0,7.5,1.58,1.69,91.61,76.44,90.0,-999.0
2019,1,6,2,0.0,6.31,2.62,1.75,91.6,86.62,90.0,-999.0
2019,1,6,3,0.0,5.59,3.22,2.35,91.56,91.17,90.0,-999.0
2019,1,6,4,0.0,5.26,3.28,2.73,91.54,91.95,90.0,-999.0
2019,1,6,5,0.0,5.17,3.46,2.92,91.56,91.22,90.0,-999.0
2019,1,6,6,0.0,5.06,3.55,2.73,91.59,90.95,90.0,-999.0
2019,1,6,7,28.08,5.71,3.45,2.67,91.62,88.72,83.39,0.17
2019,1,6,8,82.2,6.84,16.78,3.27,91.68,84.48,73.16,0.2
2019,1,6,9,126.47,7.52,12.75,3.37,91.75,82.66,64.41,0.21
2019,1,6,10,110.03,7.76,10.29,3.33,91.76,81.89,57.93,0.15
2019,1,6,11,60.9,7.85,8.98,3.41,91.72,80.93,54.53,0.07
2019,1,6,12,61.55,7.89,8.23,3.45,91.66,80.11,54.79,0.08
2019,1,6,13,59.62,8.07,6.9,3.31,91.61,79.09,58.68,0.08
2019,1,6,14,97.85,8.35,4.6,2.99,91.59,77.85,65.54,0.17
2019,1,6,15,57.55,8.27,2.93,2.31,91.6,79.35,74.55,0.15
2019,1,6,16,15.43,7.04,1.46,1.42,91.63,86.91,84.99,0.13
2019,1,6,17,0.0,5.95,0.5,1.61,91.68,87.62,90.0,-999.0
2019,1,6,18,0.0,5.36,0.12,1.92,91.7,88.03,90.0,-999.0
2019,1,6,19,0.0,4.85,0.07,2.22,91.72,87.84,90.0,-999.0
2019,1,6,20,0.0,4.53,0.05,2.45,91.73,86.37,90.0,-999.0
2019,1,6,21,0.0,4.2,0.01,2.56,91.71,83.93,90.0,-999.0
2019,1,6,22,0.0,4.5,0.01,2.48,91.67,80.23,90.0,-999.0
2019,1,6,23,0.0,4.93,0.02,2.31,91.65,76.82,90.0,-999.0
2019,1,7,0,0.0,5.13,0.02,2.2,91.65,75.1,90.0,-999.0
2019,1,7,1,0.0,5.32,0.01,2.08,91.65,73.45,90.0,-999.0
2019,1,7,2,0.0,5.28,0.0,2.06,91.62,72.97,90.0,-999.0
2019,1,7,3,0.0,4.82,0.0,2.23,91.58,74.64,90.0,-999.0
2019,1,7,4,0.0,4.4,0.0,2.42,91.58,76.17,90.0,-999.0
2019,1,7,5,0.0,4.06,0.0,2.61,91.61,77.49,90.0,-999.0
2019,1,7,6,0.0,3.8,0.0,2.79,91.66,78.23,90.0,-999.0
2019,1,7,7,59.33,5.07,0.0,2.75,91.71,77.63,83.4,0.37
2019,1,7,8,219.3,9.43,0.0,2.42,91.78,70.78,73.14,0.54
2019,1,7,9,377.95,12.5,0.0,1.87,91.84,58.96,64.37,0.62
2019,1,7,10,504.2,14.74,0.0,1.5,91.85,50.0,57.85,0.67
2019,1,7,11,440.73,15.85,0.0,1.96,91.79,45.15,54.42,0.54
2019,1,7,12,477.02,16.28,0.0,2.45,91.72,43.49,54.66,0.59
2019,1,7,13,481.83,16.21,0.0,2.91,91.68,43.67,58.53,0.66
2019,1,7,14,354.42,15.64,0.0,3.11,91.65,45.52,65.38,0.6
2019,1,7,15,212.62,14.38,0.0,2.8,91.63,51.59,74.39,0.56
2019,1,7,16,46.22,10.77,0.0,2.27,91.62,70.14,84.84,0.37
2019,1,7,17,0.0,8.17,0.0,2.41,91.65,74.41,90.0,-999.0
2019,1,7,18,0.0,7.14,0.0,2.4,91.69,78.27,90.0,-999.0
2019,1,7,19,0.0,6.45,0.0,2.65,91.74,80.6,90.0,-999.0
2019,1,7,20,0.0,6.65,0.0,2.71,91.76,79.51,90.0,-999.0
2019,1,7,21,0.0,6.95,0.0,2.63,91.75,77.3,90.0,-999.0
2019,1,7,22,0.0,6.92,0.0,2.62,91.73,75.38,90.0,-999.0
2019,1,7,23,0.0,6.43,0.0,2.63,91.67,73.51,90.0,-999.0
2019,1,8,0,0.0,6.2,0.0,2.45,91.62,67.84,90.0,-999.0
2019,1,8,1,0.0,6.38,0.0,2.28,91.58,62.4,90.0,-999.0
2019,1,8,2,0.0,6.35,0.0,2.17,91.54,58.69,90.0,-999.0
2019,1,8,3,0.0,6.19,0.0,2.13,91.54,56.4,90.0,-999.0
2019,1,8,4,0.0,5.67,0.0,2.43,91.57,58.17,90.0,-999.0
2019,1,8,5,0.0,5.69,0.0,2.65,91.59,59.38,90.0,-999.0
2019,1,8,6,0.0,6.3,0.0,2.66,91.64,59.11,90.0,-999.0
2019,1,8,7,47.92,7.07,0.0,2.92,91.67,59.72,83.4,0.3
2019,1,8,8,159.65,9.08,0.0,2.93,91.69,58.95,73.12,0.39
2019,1,8,9,280.75,12.29,0.0,2.75,91.7,52.83,64.32,0.46
2019,1,8,10,365.95,14.6,0.0,2.7,91.63,42.5,57.77,0.49
2019,1,8,11,413.25,16.98,0.0,2.2,91.51,34.18,54.3,0.5
2019,1,8,12,344.42,18.29,0.0,2.65,91.42,33.31,54.52,0.42
2019,1,8,13,264.17,17.98,0.0,4.0,91.37,35.08,58.37,0.36
2019,1,8,14,215.85,16.86,0.0,4.46,91.33,38.86,65.22,0.37
2019,1,8,15,121.78,15.09,0.0,3.52,91.33,49.38,74.23,0.32
2019,1,8,16,31.6,11.74,0.0,2.44,91.34,64.82,84.69,0.24
2019,1,8,17,0.0,9.24,0.0,2.45,91.36,70.74,90.0,-999.0
2019,1,8,18,0.0,8.53,0.0,2.26,91.39,72.41,90.0,-999.0
2019,1,8,19,0.0,8.33,0.0,2.1,91.43,72.09,90.0,-999.0
2019,1,8,20,0.0,8.46,0.0,1.95,91.45,69.5,90.0,-999.0
2019,1,8,21,0.0,8.74,0.0,1.81,91.44,66.76,90.0,-999.0
2019,1,8,22,0.0,8.59,0.0,1.82,91.42,65.07,90.0,-999.0
2019,1,8,23,0.0,8.04,0.0,1.96,91.4,64.68,90.0,-999.0
2019,1,9,0,0.0,7.37,0.0,2.07,91.4,65.44,90.0,-999.0
2019,1,9,1,0.0,6.67,0.0,2.25,91.42,66.73,90.0,-999.0
2019,1,9,2,0.0,5.97,0.0,2.46,91.39,68.14,90.0,-999.0
2019,1,9,3,0.0,5.61,0.0,2.51,91.34,67.25,90.0,-999.0
2019,1,9,4,0.0,5.51,0.0,2.48,91.35,65.3,90.0,-999.0
2019,1,9,5,0.0,5.31,0.0,2.52,91.39,64.44,90.0,-999.0
2019,1,9,6,0.0,5.11,0.0,2.57,91.44,63.38,90.0,-999.0
2019,1,9,7,82.93,6.71,0.0,2.36,91.48,63.47,83.39,0.51
2019,1,9,8,275.15,11.37,0.0,2.17,91.55,54.52,73.09,0.67
2019,1,9,9,425.15,14.01,0.0,3.61,91.6,43.87,64.26,0.7
2019,1,9,10,536.5,15.71,0.0,4.45,91.59,40.29,57.68,0.71
2019,1,9,11,534.95,16.72,0.0,5.01,91.54,38.45,54.18,0.65
2019,1,9,12,540.97,17.16,0.0,5.45,91.49,37.82,54.37,0.66
2019,1,9,13,533.53,17.12,0.0,5.74,91.45,38.12,58.21,0.72
2019,1,9,14,408.52,16.49,0.0,5.64,91.43,39.74,65.05,0.69
2019,1,9,15,254.45,15.24,0.0,4.94,91.42,43.98,74.06,0.66
2019,1,9,16,64.47,11.53,0.0,2.96,91.44,61.72,84.53,0.48
2019,1,9,17,0.0,8.52,0.0,2.93,91.47,68.57,90.0,-999.0
2019,1,9,18,0.0,7.77,0.0,2.75,91.5,69.69,90.0,-999.0
2019,1,9,19,0.0,7.1,0.0,2.74,91.53,71.11,90.0,-999.0
2019,1,9,20,0.0,6.61,0.0,2.79,91.54,71.9,90.0,-999.0
2019,1,9,21,0.0,6.23,0.0,2.83,91.53,71.79,90.0,-999.0
2019,1,9,22,0.0,6.11,0.0,2.76,91.49,69.72,90.0,-999.0
2019,1,9,23,0.0,6.38,0.0,2.54,91.45,65.21,90.0,-999.0
2019,1,10,0,0.0,6.74,0.0,2.3,91.46,60.49,90.0,-999.0
2019,1,10,1,0.0,6.72,0.0,2.13,91.46,57.75,90.0,-999.0
2019,1,10,2,0.0,6.48,0.0,2.13,91.41,55.81,90.0,-999.0
2019,1,10,3,0.0,6.12,0.0,2.19,91.35,54.23,90.0,-999.0
2019,1,10,4,0.0,6.16,0.0,2.21,91.32,51.59,90.0,-999.0
2019,1,10,5,0.0,6.42,0.0,2.03,91.34,47.64,90.0,-999.0
2019,1,10,6,0.0,6.89,0.0,1.76,91.4,43.66,90.0,-999.0
2019,1,10,7,57.6,8.35,0.0,1.7,91.45,44.73,83.38,0.36
2019,1,10,8,169.1,12.09,0.0,1.1,91.51,46.16,73.05,0.41
2019,1,10,9,269.73,14.8,0.0,0.71,91.56,36.62,64.2,0.44
2019,1,10,10,291.85,16.26,0.0,1.83,91.53,35.16,57.58,0.39
2019,1,10,11,334.8,16.72,0.0,2.48,91.46,34.96,54.05,0.41
2019,1,10,12,329.77,16.78,0.0,2.78,91.39,35.56,54.21,0.4
2019,1,10,13,260.98,16.65,0.0,2.58,91.33,36.3,58.04,0.35
2019,1,10,14,235.05,16.16,0.0,2.25,91.29,37.75,64.88,0.39
2019,1,10,15,138.23,14.99,0.0,1.95,91.28,43.17,73.89,0.35
2019,1,10,16,37.0,11.85,0.0,1.63,91.28,60.95,84.37,0.27
2019,1,10,17,0.0,10.28,0.0,1.33,91.31,56.26,90.0,-999.0
2019,1,10,18,0.0,9.71,0.0,0.67,91.38,55.21,90.0,-999.0
2019,1,10,19,0.0,8.75,0.0,1.01,91.44,57.91,90.0,-999.0
2019,1,10,20,0.0,7.81,0.0,1.55,91.49,61.91,90.0,-999.0
2019,1,10,21,0.0,7.56,0.0,1.82,91.52,62.99,90.0,-999.0
2019,1,10,22,0.0,7.48,0.0,1.81,91.56,63.22,90.0,-999.0
2019,1,10,23,0.0,7.9,0.0,1.68,91.59,62.69,90.0,-999.0
2019,1,11,0,0.0,7.7,0.0,1.96,91.6,63.42,90.0,-999.0
2019,1,11,1,0.0,7.24,0.0,2.37,91.59,65.73,90.0,-999.0
2019,1,11,2,0.0,7.13,0.0,2.51,91.55,67.36,90.0,-999.0
2019,1,11,3,0.0,7.03,0.0,2.53,91.52,68.52,90.0,-999.0
2019,1,11,4,0.0,6.81,0.0,2.67,91.51,71.19,90.0,-999.0
2019,1,11,5,0.0,6.29,0.0,2.87,91.55,75.81,90.0,-999.0
2019,1,11,6,0.0,6.15,0.0,2.95,91.61,77.83,90.0,-999.0
2019,1,11,7,54.5,7.43,0.0,2.77,91.69,75.6,83.36,0.33
2019,1,11,8,192.65,10.86,0.0,2.94,91.78,64.88,73.01,0.47
2019,1,11,9,289.52,13.45,0.0,3.41,91.85,50.09,64.13,0.47
2019,1,11,10,379.2,15.21,0.0,3.2,91.85,41.04,57.48,0.5
2019,1,11,11,388.02,16.27,0.0,2.94,91.78,37.85,53.91,0.47
2019,1,11,12,371.15,16.75,0.0,2.84,91.7,36.98,54.05,0.45
2019,1,11,13,313.5,16.74,0.0,2.72,91.64,37.37,57.86,0.42
2019,1,11,14,243.48,16.23,0.0,2.44,91.6,38.82,64.7,0.4
2019,1,11,15,159.0,15.04,0.0,1.9,91.58,44.2,73.72,0.4
2019,1,11,16,42.33,12.3,0.0,1.48,91.58,58.85,84.2,0.3
2019,1,11,17,0.0,10.72,0.0,1.24,91.61,55.83,90.0,-999.0
2019,1,11,18,0.0,10.52,0.0,0.78,91.66,54.08,90.0,-999.0
2019,1,11,19,0.0,9.11,0.0,1.13,91.7,59.34,90.0,-999.0
2019,1,11,20,0.0,8.03,0.0,1.75,91.71,63.31,90.0,-999.0
2019,1,11,21,0.0,7.3,0.0,2.12,91.69,65.68,90.0,-999.0
2019,1,11,22,0.0,6.92,0.0,2.34,91.68,66.37,90.0,-999.0
2019,1,11,23,0.0,6.69,0.0,2.49,91.65,66.36,90.0,-999.0
2019,1,12,0,0.0,6.57,0.0,2.58,91.62,65.23,90.0,-999.0
2019,1,12,1,0.0,6.6,0.0,2.57,91.59,63.27,90.0,-999.0
2019,1,12,2,0.0,6.68,0.0,2.51,91.54,61.1,90.0,-999.0
2019,1,12,3,0.0,6.94,0.0,2.34,91.48,58.36,90.0,-999.0
2019,1,12,4,0.0,6.99,0.0,2.24,91.46,56.83,90.0,-999.0
2019,1,12,5,0.0,6.82,0.0,2.24,91.48,56.92,90.0,-999.0
2019,1,12,6,0.0,6.65,0.0,2.24,91.52,56.72,90.0,-999.0
2019,1,12,7,59.35,7.33,0.0,2.01,91.58,60.32,83.33,0.36
2019,1,12,8,204.1,10.92,0.0,1.4,91.63,55.67,72.96,0.5
2019,1,12,9,294.38,13.41,0.01,0.92,91.7,46.52,64.05,0.48
2019,1,12,10,376.02,14.6,0.09,1.43,91.71,46.24,57.36,0.5
2019,1,12,11,452.58,15.28,0.62,1.24,91.67,45.67,53.76,0.54
2019,1,12,12,466.73,15.73,1.56,1.49,91.59,45.23,53.88,0.56
2019,1,12,13,362.23,16.04,2.21,1.86,91.52,45.27,57.68,0.48
2019,1,12,14,277.08,15.65,2.14,2.07,91.48,47.05,64.52,0.46
2019,1,12,15,154.75,14.52,1.85,1.8,91.47,53.77,73.54,0.39
2019,1,12,16,35.8,12.16,1.46,1.3,91.48,69.22,84.03,0.24
2019,1,12,17,0.0,10.8,0.99,0.89,91.51,70.81,90.0,-999.0
2019,1,12,18,0.0,10.14,0.86,0.14,91.59,73.47,90.0,-999.0
2019,1,12,19,0.0,8.74,0.65,1.49,91.66,83.78,90.0,-999.0
2019,1,12,20,0.0,7.85,0.7,2.32,91.71,87.81,90.0,-999.0
2019,1,12,21,0.0,7.36,1.07,2.93,91.68,87.35,90.0,-999.0
2019,1,12,22,0.0,6.58,1.78,3.13,91.66,87.48,90.0,-999.0
2019,1,12,23,0.0,6.13,2.44,3.35,91.63,86.02,90.0,-999.0
2019,1,13,0,0.0,5.95,3.25,3.26,91.6,84.56,90.0,-999.0
2019,1,13,1,0.0,5.74,6.78,3.0,91.61,84.06,90.0,-999.0
2019,1,13,2,0.0,6.23,11.06,2.6,91.6,82.33,90.0,-999.0
2019,1,13,3,0.0,6.74,13.41,2.2,91.6,79.63,90.0,-999.0
2019,1,13,4,0.0,7.06,15.57,1.9,91.62,77.04,90.0,-999.0
2019,1,13,5,0.0,8.0,11.32,1.1,91.69,72.03,90.0,-999.0
2019,1,13,6,0.0,7.53,7.18,0.92,91.79,74.6,90.0,-999.0
2019,1,13,7,43.1,7.68,2.52,1.13,91.9,78.68,83.3,0.26
2019,1,13,8,148.07,9.91,3.32,1.41,91.99,77.11,72.91,0.36
2019,1,13,9,275.95,11.89,0.91,1.75,92.05,64.05,63.96,0.45
2019,1,13,10,385.35,13.43,0.43,2.19,92.05,52.26,57.25,0.51
2019,1,13,11,413.1,14.57,0.02,2.55,91.97,43.72,53.61,0.5
2019,1,13,12,354.83,15.1,0.0,3.18,91.88,38.95,53.7,0.43
2019,1,13,13,296.52,15.06,0.0,3.84,91.83,37.14,57.49,0.39
2019,1,13,14,255.75,14.48,0.0,4.12,91.78,37.39,64.33,0.42
2019,1,13,15,147.7,13.3,0.0,3.9,91.76,41.13,73.36,0.37
2019,1,13,16,43.47,9.76,0.0,2.73,91.76,60.84,83.85,0.29
2019,1,13,17,0.0,6.67,0.0,3.07,91.78,68.34,90.0,-999.0
2019,1,13,18,0.0,5.93,0.0,3.0,91.82,69.91,90.0,-999.0
2019,1,13,19,0.0,5.36,0.0,2.88,91.85,70.94,90.0,-999.0
2019,1,13,20,0.0,4.82,0.0,2.87,91.85,71.45,90.0,-999.0
2019,1,13,21,0.0,4.34,0.0,2.92,91.84,71.06,90.0,-999.0
2019,1,13,22,0.0,3.98,0.0,2.94,91.82,69.79,90.0,-999.0
2019,1,13,23,0.0,3.64,0.0,2.98,91.8,68.32,90.0,-999.0
2019,1,14,0,0.0,3.28,0.0,3.02,91.79,66.65,90.0,-999.0
2019,1,14,1,0.0,2.95,0.0,3.08,91.76,64.51,90.0,-999.0
2019,1,14,2,0.0,2.65,0.0,3.1,91.72,61.9,90.0,-999.0
2019,1,14,3,0.0,2.33,0.0,3.12,91.65,59.02,90.0,-999.0
2019,1,14,4,0.0,2.05,0.0,3.16,91.6,56.23,90.0,-999.0
2019,1,14,5,0.0,1.89,0.0,3.11,91.57,52.47,90.0,-999.0
2019,1,14,6,0.0,1.87,0.0,2.95,91.58,48.35,90.0,-999.0
2019,1,14,7,77.55,4.22,0.0,2.51,91.61,51.25,83.26,0.47
2019,1,14,8,274.75,9.57,0.0,2.29,91.66,38.46,72.85,0.66
2019,1,14,9,444.17,12.53,0.0,3.59,91.75,28.79,63.87,0.72
2019,1,14,10,555.97,14.33,0.0,4.88,91.79,28.31,57.12,0.73
2019,1,14,11,538.78,15.21,0.0,5.91,91.75,27.93,53.45,0.64
2019,1,14,12,546.78,15.72,0.0,6.55,91.67,27.82,53.52,0.65
2019,1,14,13,571.15,15.93,0.0,6.78,91.57,27.83,57.3,0.75
2019,1,14,14,426.52,15.53,0.0,6.73,91.53,28.37,64.14,0.7
2019,1,14,15,272.83,14.17,0.0,5.93,91.51,31.78,73.18,0.67
2019,1,14,16,76.75,10.39,0.0,3.71,91.5,47.02,83.67,0.49
2019,1,14,17,0.0,6.95,0.0,3.39,91.52,53.51,90.0,-999.0
2019,1,14,18,0.0,6.01,0.0,3.32,91.57,54.62,90.0,-999.0
2019,1,14,19,0.0,5.31,0.0,3.27,91.6,55.71,90.0,-999.0
2019,1,14,20,0.0,4.87,0.0,3.29,91.62,55.42,90.0,-999.0
2019,1,14,21,0.0,4.53,0.0,3.3,91.61,54.49,90.0,-999.0
